Feature name;Feature value
Częstotliwość szyny pamięci;4800 MHz • 5000 MHz • 5200 MHz • 5400 MHz • 5600 MHz • 5800 MHz • 6000 MHz • 6200 MHz • 6400 MHz • 6600 MHz • 6800 MHz • 7000 MHz • 7200 MHz • 7400 MHz • 7600 MHz • 7800 MHz • 8000 MHz
Częstotliwość szyny pamięci;2133 MHz • 2400 MHz • 2666 MHz • 2800 MHz • 3000 MHz • 3200 MHz • 3400 MHz • 3466 MHz • 3600 MHz • 3733 MHz • 3866 MHz • 4000 MHz • 4400 MHz
Częstotliwość szyny pamięci;2133 MHz • 2400 MHz • 2666 MHz • 2800 MHz • 3000 MHz • 3200 MHz • 3333 MHz • 3466 MHz • 3600 MHz • 3733 MHz • 3866 MHz • 4000 MHz • 4133 MHz • 4266 MHz • 4400 MHz • 4600 MHz
Częstotliwość szyny pamięci;133 MHz • 4800 MHz • 5000 MHz • 5200 MHz • 5400 MHz • 5600 MHz • 5800 MHz • 6000 MHz • 6200 MHz • 6400 MHz • 6600 MHz • 6800 MHz • 7000 MHz • 7200 MHz
Częstotliwość szyny pamięci;4800 MHz • 5000 MHz • 5200 MHz • 5400 MHz • 5600 MHz • 5800 MHz • 6000 MHz • 6200 MHz • 6400 MHz • 6600 MHz • 6800 MHz • 7000 MHz • 7200 MHz • 7400 MHz • 7600 MHz • 7800 MHz
Częstotliwość szyny pamięci;3000 MHz
Częstotliwość szyny pamięci;7000 MHz
Częstotliwość szyny pamięci;5600 MHz
Częstotliwość szyny pamięci;2400 MHz
Częstotliwość szyny pamięci;4400 MHz
Częstotliwość szyny pamięci;4000 MHz
Częstotliwość szyny pamięci;8200 MHz
Częstotliwość szyny pamięci;7800 MHz
Częstotliwość szyny pamięci;8000 MHz
Częstotliwość szyny pamięci;2133 MHz • 2400 MHz • 2667 MHz • 2933 MHz • 3200 MHz • 3333 MHz • 3600 MHz • 4000 MHz • 4400 MHz • 4666 MHz • 5000 MHz
Częstotliwość szyny pamięci;2133 MHz • 2400 MHz • 2667 MHz • 2933 MHz • 3200 MHz • 3333 MHz • 3600 MHz • 4000 MHz • 4400 MHz
Częstotliwość szyny pamięci;2400 MHz • 2667 MHz • 2933 MHz • 3200 MHz • 3400 MHz • 3466 MHz • 3600 MHz • 3733 MHz • 3866 MHz • 4000 MHz • 4133 MHz • 4266 MHz • 4400 MHz • 4600 MHz • 4733 MHz
Częstotliwość szyny pamięci;2133 MHz • 2400 MHz • 2667 MHz • 2933 MHz • 3200 MHz • 3400 MHz • 3466 MHz • 3600 MHz • 3733 MHz • 3866 MHz • 4000 MHz • 4133 MHz • 4266 MHz • 4400 MHz • 4600 MHz • 4733 MHz
Częstotliwość szyny pamięci;2133 MHz • 2400 MHz • 2667 MHz • 2933 MHz • 3200 MHz • 3333 MHz • 3600 MHz • 4000 MHz • 4400 MHz • 4600 MHz
Częstotliwość szyny pamięci;4400 MHz • 4800 MHz • 5200 MHz • 5600 MHz • 6000 MHz • 6200 MHz • 6400 MHz
Częstotliwość szyny pamięci;4400 MHz • 4800 MHz • 5200 MHz • 5600 MHz • 6000 MHz • 6200 MHz • 6400 MHz • 6600 MHz • 6666 MHz
Częstotliwość szyny pamięci;4000 MHz • 4800 MHz • 5200 MHz • 5400 MHz • 5600 MHz • 5800 MHz • 6000 MHz • 6200 MHz • 6400 MHz • 6600 MHz • 6800 MHz • 7000 MHz • 7200 MHz • 7400 MHz • 7600 MHz
Częstotliwość szyny pamięci;2133 MHz • 2400 MHz • 2666 MHz • 2933 MHz • 3000 MHz • 3200 MHz
Częstotliwość szyny pamięci;4400 MHz • 4800 MHz • 5200 MHz • 5600 MHz • 6000 MHz • 6200 MHz • 6400 MHz • 6600 MHz
Częstotliwość szyny pamięci;4400 MHz • 4800 MHz • 5200 MHz • 5600 MHz • 6000 MHz • 6200 MHz • 6400 MHz • 6600 MHz • 6800 MHz • 7000 MHz • 7200 MHz • 7600 MHz • 7800 MHz • 8000 MHz
Częstotliwość szyny pamięci;4400 MHz • 4800 MHz • 5200 MHz
Częstotliwość szyny pamięci;4000 MHz • 4800 MHz • 5200 MHz • 5400 MHz • 5600 MHz • 5800 MHz • 6000 MHz
Częstotliwość szyny pamięci;4000 MHz • 4800 MHz • 5200 MHz • 5400 MHz • 5600 MHz • 5800 MHz • 6000 MHz • 6200 MHz • 6400 MHz • 6600 MHz • 6800 MHz • 7000 MHz • 7200 MHz • 7400 MHz • 7600 MHz • 7800 MHz • 7900 MHz • 7950 MHz • 8000 MHz
Częstotliwość szyny pamięci;3733 MHz
Częstotliwość szyny pamięci;1866 MHz • 2133 MHz • 2400 MHz • 2667 MHz • 2800 MHz • 2933 MHz • 3000 MHz • 3066 MHz • 3200 MHz • 3466 MHz • 3733 MHz • 3866 MHz • 4000 MHz • 4133 MHz
Częstotliwość szyny pamięci;1866 MHz • 2133 MHz • 2400 MHz • 2667 MHz • 2800 MHz • 2933 MHz • 3000 MHz • 3066 MHz • 3200 MHz • 3466 MHz • 3600 MHz • 3733 MHz • 3866 MHz • 4000 MHz • 4133 MHz • 4266 MHz • 4400 MHz
Częstotliwość szyny pamięci;133 MHz
Częstotliwość szyny pamięci;4800 MHz • 5000 MHz • 5200 MHz • 5400 MHz • 5600 MHz • 5800 MHz • 6000 MHz • 6200 MHz • 6400 MHz • 6600 MHz • 6800 MHz
Częstotliwość szyny pamięci;4800 MHz • 5000 MHz • 5200 MHz • 5400 MHz • 5600 MHz • 5800 MHz • 6000 MHz • 6200 MHz • 6400 MHz • 6600 MHz
Częstotliwość szyny pamięci;1866 MHz
Częstotliwość szyny pamięci;4600 MHz
Format szerokości SSD;M.2
Format szerokości SSD;M.2 2230
Format szerokości SSD;M.2 2242
Format szerokości SSD;M.2 2280
Format szerokości SSD;PCI-E
Akcesoria w zestawie;Dokumentacja Zasilacz 65W Europejski przewód zasilający
Akcesoria w zestawie;Dokumentacja Zasilacz 100W Europejski przewód zasilający
Akcesoria w zestawie;Dokumentacja Zasilacz 90W Europejski przewód zasilający
Akcesoria w zestawie;Dokumentacja Zasilacz 45W Europejski przewód zasilający Adapter USB-C do 3,5 mm do zestawu słuchawkowego
Akcesoria w zestawie;Dokumentacja Zasilacz 60W Europejski przewód zasilający Adapter USB-C do 3,5 mm do zestawu słuchawkowego
Akcesoria w zestawie;Dokumentacja Zasilacz 130W Europejski przewód zasilający
Akcesoria w zestawie;Zasilacz Kabel zasilający
Akcesoria w zestawie;Ładowarka Instrukcja obsługi Karta gwarancyjna Certyfikaty: CE
Akcesoria w zestawie;Ładowarka
Akcesoria w zestawie;Zasilacz 65W Przewodnik Szybki start Dokumenty gwarancyjne i dotyczące bezpieczeństwa
Akcesoria w zestawie;Zasilacz
Akcesoria w zestawie;Zasilacz Przewodnik Szybki start Karta gwarancyjna i dokument z zasadami bezpieczeństwa
Akcesoria w zestawie;Zasilacz Przewodnik Szybki start Dokumenty gwarancyjne i dotyczące bezpieczeństwa
Akcesoria w zestawie;Surface Go 3 Zasilacz Przewodnik Szybki start Dokumenty gwarancyjne i dotyczące bezpieczeństwa
Akcesoria w zestawie;Surface Laptop Studio Intel Core i7: Ładowarka o mocy 95 W do Surface Przewodnik Szybki start Dokumenty gwarancyjne i dotyczące bezpieczeństwa
Akcesoria w zestawie;Instrukcja obsługi Osłona wejść/wyjść 2 x Kabel SATA 3 x Śruba do gniazd M.2
Akcesoria w zestawie;Kabel USB 3.2 typu C na C,  Kabel USB 3.2 typu C na A,  Instrukcja szybkiego uruchomienia.
Akcesoria w zestawie;1 x Podkręcanie Phantom Gaming Tweak Przewodnik szybkiej instalacji
Akcesoria w zestawie;Instrukcja szybkiej instalacji
Akcesoria w zestawie;Przewodnik szybkiej instalacji
Akcesoria w zestawie;Instrukcja Obsługi 2 x Kabel danych SATA 2 x Antena ASRock Wi-Fi 2,4/5/6 GHz 3 x Śruby do gniazda M.2 Dystans do gniazda M.2
Akcesoria w zestawie;Przewodnik szybkiej instalacji Płyta CD Osłona wejść/wyjść 2 x Kabel do transmisji danych SATA 2 x Śruby do gniazd M.2 Element dystansowy do gniazda M.2
Akcesoria w zestawie;Przewodnik szybkiej instalacji Pomocnicza płyta CD Osłona wejścia/wyjścia 2 x kable danych SATA 2 x Śruby do gniazd M.2
Akcesoria w zestawie;Przewodnik użytkownika Płyta CD I/O Shield Kabel SATA Data x 2 Montaż M.2 x 2
Akcesoria w zestawie;Przewodnik szybkiej instalacji CD: sterowniki, narzędzia, oprogramowanie antywirusowe (wersja próbna), przeglądarka Google Chrome i pasek narzędzi 2 x kabel SATA 3 x  śruby do gniazd M.2
Akcesoria w zestawie;Przewodnik szybkiej instalacji Płyta CD Osłona wejść/wyjść 2 x Kabel do transmisji danych SATA 2 x Śruby do gniazda M.2
Akcesoria w zestawie;Przewodnik szybkiej instalacji CD: sterowniki, narzędzia, AntiVirus (wersja próbna), przeglądarka Google Chrome i pasek narzędzi 2 x kabel SATA 2 x śruby do gniazd M.2
Akcesoria w zestawie;1 x osłona we/wy 1 x instrukcja obsługi 2 x kable danych SATA 1 x śruba do gniazda M.2
Akcesoria w zestawie;Instrukcja Obsługi 2 x SATA Data Cables 3 x Screws for M.2 Sockets
Akcesoria w zestawie;1 x Instrukcja obsługi 2 x Kable do transmisji danych SATA 2 x Anteny ASRock WiFi 2,4/5/6 GHz 2 x Śruby do gniazd M.2 1 x Uchwyt na kartę graficzną
Akcesoria w zestawie;1 x instrukcja obsługi 2 x kable do transmisji danych SATA 2 x śruby do gniazd M.2 1 x wspornik dla gniazda M.2
Akcesoria w zestawie;Instrukcja obsługi Osłona we/wy 2 x kable danych SATA 3 x Śruby do gniazd M.2
Akcesoria w zestawie;Instrukcja obsługi 2 x Kable danych SATA 2 x Śruby do gniazd M.2
Akcesoria w zestawie;Instrukcja obsługi 2 x Kabel danych SATA 4 x Śruby do gniazd M.2 Dystans dla gniazda M.2
Akcesoria w zestawie;Instrukcja obsługi 2 x kable danych SATA 2 x anteny ASRock WiFi 2,4/5/6 GHz 3 x Śruby do gniazd M.2 Dystans do gniazda M.2
Akcesoria w zestawie;Instrukcja Obsługi 2 x Kabel do transmisji danych SATA 2 x Śruby do gniazda M.2
Akcesoria w zestawie;Instrukcja Obsługi 2 x Kabel danych SATA 2 x Antena ASRock Wi-Fi 2,4/5/6 GHz 2 x Śruby do gniazda M.2 Dystans dla gniazda M.2
Akcesoria w zestawie;Instrukcja obsługi 2 x Kabel danych SATA 3 x Śruby do gniazda M.2 Dystans dla gniazda M.2
Akcesoria w zestawie;Instrukcja obsługi 2 x Kabel danych SATA 2 x Antena ASRock Wi-Fi 2,4/5/6 GHz 3 x Śruby do gniazda M.2 3 x Wsporniki do gniazda M.2
Akcesoria w zestawie;Instrukcja Obsługi Osłona wejść/wyjść 2 x Kabel danych SATA 3 x Śruby do gniazda M.2
Akcesoria w zestawie;Skrócona instrukcja instalacji Płyta CD ze wsparciem Osłona we/wy 2 x kable danych SATA 1 x śruba do gniazda M.2
Akcesoria w zestawie;Instrukcja użytkownika Płyta CD I/O Shield Kabel SATA x 2 Montaż for M.2 x 3
Akcesoria w zestawie;Skrócona instrukcja instalacji, płyta CD z obsługą, osłona I / O 2 x kable danych SATA 3 x śruby do gniazd M.2 1 x Standoff dla gniazda M.2
Akcesoria w zestawie;Instrukcja Obsługi 2 x SATA Data Cables 4 x Screws for M.2 Sockets Standoff for M.2 Socket
Akcesoria w zestawie;1 x instrukcja obsługi 2 x kable do transmisji danych SATA 1 x antena ASRock WiFi 2,4/5/6 GHz 4 x śruby do gniazd M.2 1 x Wspornik dla gniazda M.2 1 x uchwyt na kartę graficzną
Akcesoria w zestawie;Instrukcja szybkiej instalacji Pomocniczy dysk CD Osłona we/wy 2 x kable do transmisji danych SATA 4 x śruby do gniazd M.2
Akcesoria w zestawie;1 x Instrukcja Obsługi 2 x SATA Data Cables 5 x Screws for M.2 Sockets 1 x Standoff for M.2 Socket
Akcesoria w zestawie;1 x Instrukcja obsługi 2 x Kable do transmisji danych SATA 5 x Śruby do gniazd M.2 1 x Wspornik dla gniazda M.2
Akcesoria w zestawie;1 x instrukcja obsługi 2 x kable do transmisji danych SATA 5 x śruby do gniazd M.2
Akcesoria w zestawie;1 x Instrukcja obsługi 2 x kable do transmisji danych SATA 5 x Śruby do gniazd M.2 1 x Wspornik dla gniazda M.2
Akcesoria w zestawie;1 x Instrukcja Obsługi 2 x Kable do transmisji danych SATA 5 x Śruby do gniazd M.2 1 x Wspornik dla gniazda M.2
Akcesoria w zestawie;1 x Instrukcja obsługi 2 x Kable do transmisji danych SATA 1 x Antena ASRock WiFi 2,4/5/6 GHz 4 x Śruby do gniazd M.2 1 x Uchwyt na kartę graficzną
Akcesoria w zestawie;Instrukcja obsługi 2 x kable do transmisji danych SATA 3 x śruby do gniazd M.2
Akcesoria w zestawie;1 x instrukcja konfiguracji prędkości
Akcesoria w zestawie;Podręcznik użytkownika 2 x kabel Serial ATA 6.0 Gb/s Osłona we/wy 1 x kotwica M.2 1 x Wspieranie DVD
Akcesoria w zestawie;2 x Kabel SATA 6 Gb/s Osłona wejść/wyjść Pakiet gumowy M.2 Zestaw śrub do dysku SSD M.2 Podręcznik użytkownika
Akcesoria w zestawie;Kable 2 kable SATA 6 Gb/s Różne 1 x osłona we / wy 1 x M.2 KOTWICA Media instalacyjne 1 x wsparcie DVD Dokumentacja 1 x instrukcja obsługi
Akcesoria w zestawie;Instrukcja obsługi 2 x kabel SATA 6Gb/s DVD Naklejka TUF karta certyfikacyjna TUF Pakiet śrub M.2 SSD
Akcesoria w zestawie;Kable: 2 kable SATA 6 Gb/s Inne: 1 x ruchoma antena ASUS Wi-Fi 1 x naklejka TUF GAMING 2 pakiety gumowe M.2 1 x pakiet śrub do dysku SSD M.2 Dokumentacja: 1 x karta certyfikacyjna TUF 1 x instrukcja obsługi
Akcesoria w zestawie;2 kable SATA 6 Gb/s 1 x antena ASUS WiFi Q 1 x naklejka TUF GAMING 2 pakiety gumowe M.2 1 x pakiet śrub do dysku SSD M.2 1 x karta certyfikacyjna TUF 1 x skrócona instrukcja obsługi
Akcesoria w zestawie;Szybki przewodnik
Akcesoria w zestawie;Szybki przewodnik Rejestracja gwarancji AORUS Metalowa naklejka
Akcesoria w zestawie;Szybki przewodnik Rejestracja gwarancji Wspornik zapobiegający zwisaniu Instrukcja instalacji wspornika zapobiegającego zwisaniu Jeden zasilacz 16-pinowy na dwa 8-pinowe
Akcesoria w zestawie;Przewodnik Jeden zasilacz 16-pinowy na dwa 8-pinowe
Akcesoria w zestawie;Dysk SSD Kabel USB typu-A-C Kabel USB typu-C-C
Akcesoria w zestawie;SSD Radiator Zestaw montażowy
Akcesoria w zestawie;Kabel USB-A USB C 3.1 Zestaw montażowy Instrukcja obsługi
Akcesoria w zestawie;Kabel USB-A USB micro-B 3.0 Pady samoprzylepne Instrukcja obsługi
Akcesoria w zestawie;1 x Kabel HDMI 1 x Przewód zasilania(Euro)
Akcesoria w zestawie;Monitor Zasilacz Kabel HDMI Kabel Audio  Instrukcja obsługi Karta gwarancyjna
Akcesoria w zestawie;Przewód zasilający Kabel VGA Kabel audio Skrócona instrukcja obsługi Karta gwarancyjna
Akcesoria w zestawie;Zasilacz Kabel VGA Kabel Audio Instrukcja obsługi Karta gwarancyjna
Akcesoria w zestawie;- VGA Kabel- HDMI Kabel- Power Schuko C7 Kabl
Akcesoria w zestawie;Kabel HDMI 1.8m Kabel Displayport 1.8m Kabel zasilający
Akcesoria w zestawie;Kabel HDMI 1.8m Kabel zasilający
Akcesoria w zestawie;Kabel HDMI 1,8 m Kabel DisplayPort 1,8 m Kabel zasilający
Akcesoria w zestawie;Kabel zasilający Kabel Displayport Kabel HDMI
Akcesoria w zestawie;Kabel HDMI 1.5 Kabel USB-C na C 1.8 Kabel zasilający
Akcesoria w zestawie;Kabel HDMI 1.8m Kabel Displayport 1.8m Kabel do podłączanie urządzen peryferyjnch USB-B 1.8m Kabel zasilający
Akcesoria w zestawie;Kabel HDMI Kabel Displayport  Kabel do podłączania urządzeń peryferyjnych USB-B Kabel zasilający
Akcesoria w zestawie;Kabel HDMI 1,8 m Kabel Displayport 1,8
Akcesoria w zestawie;Kabel HDMI 1.8 Kabel DisplayPort 1.8 Przewód zasilający
Akcesoria w zestawie;Kabel zasilający C13 1.8
Akcesoria w zestawie;Kabel HDMI 1.8 m  Kabel Displayport 1.8 m
Akcesoria w zestawie;Kabel DisplayPort Kabel HDMI Kabel USB-B Kabel zasilający
Akcesoria w zestawie;Kabel HDMI 1.5 Kabel USB-C na C/A 1.8 Kabel zasilający C13 1.5
Akcesoria w zestawie;Kabel HDMI 1,5 m
Akcesoria w zestawie;Kabel HDMI Kabel Displayport Kabel zasilający
Akcesoria w zestawie;Kabel HDMI 1.5 Kabel USB-C na C 1.8
Akcesoria w zestawie;Raport wstępnej kalibracji kolorów Kabel Micro HDMI do HDMI Zasilacz Skrócona instrukcja obsługi Przejściówka z USB typu C na A. Kabel USB-C Kabel USB-C do A. Karta gwarancyjna Karta powitalna
Akcesoria w zestawie;Kabel HDMI Zasilacz Kabel zasilający Skrócona instrukcja obsługi Karta gwarancyjna
Akcesoria w zestawie;Kabel HDMI Przewód audio Kabel zasilający Skrócona instrukcja obsługi Kabel USB 2.0 Kabel VGA Karta gwarancyjna
Akcesoria w zestawie;Kabel VGA(opcjonalny) Kabel audio(opcjonalny) Zasilacz Kabe DisplayPort (opcjonalny) Podręcznik użytkownika Kabe HDMI (opcjonalny) Karta gwarancyjna
Akcesoria w zestawie;Kabel HDMI Kabel zasilający Skrócona instrukcja obsługi Karta gwarancyjna
Akcesoria w zestawie;Kabel HDMI Śrubokręt w kształcie litery L Kabel zasilający Skrócona instrukcja obsługi Karta gwarancyjna
Akcesoria w zestawie;Kabel zasilający Kabel Skrócona instrukcja obsługi Karta gwarancyjna Raport wstępnej kalibracji kolorów
Akcesoria w zestawie;Raport z wstępnej kalibracji kolorów Kabel DisplayPort Kabel HDMI Kabel zasilania Szybko odłączana podstawka Instrukcja szybkiego startu Kabel USB-C Karta gwarancyjna Welcome Card
Akcesoria w zestawie;Zasilacz Kabel zasilający Kabel DisplayPort Kabel HDMI Skrócona instrukcja obsługi Karta gwarancyjna
Akcesoria w zestawie;Kabel HDMI  Zasilacz  Kabel USB 3.0  Karta gwarancyjna Instrukcja obsługi
Akcesoria w zestawie;Kabel zasilający Skrócona instrukcja obsługi Karta gwarancyjna
Akcesoria w zestawie;Zasilacz Kabel DisplayPort Podręcznik użytkownika Karta gwarancyjna
Akcesoria w zestawie;Raport wstępnej kalibracji kolorów Kabel DisplayPort Kabel HDMI Zasilacz Kabel zasilający Skrócona instrukcja obsługi Etui ROG Naklejka ROG Kabel USB 3.0 Karta gwarancyjna
Akcesoria w zestawie;Kabel DisplayPort Kabel HDMI Ultra High Speed Skrócona instrukcja obsługi Kabel USB 3.0 Karta gwarancyjna
Akcesoria w zestawie;Przewód audio Kabel HDMI Zasilacz Kabel zasilający Skrócona instrukcja obsługi Pilot zdalnego sterowania Kabel USB 3.0 Karta gwarancyjna
Akcesoria w zestawie;Kable: mDP do DP (1.8m), DVI-DL (1.8m), USB 3.1 (Gen1) (1.8m) Instrukcja na CD,  Instrukcja szybkiej instalacji,  Raport z indywidualnej kalibracji sprzętowej
Akcesoria w zestawie;Skrócona instrukcja obsługi Instrukcja bezpieczeństwa Kabel zasilający Kabel HDMI
Akcesoria w zestawie;QSG Instrukcje dotyczące bezpieczeństwa Karta gwarancyjna
Akcesoria w zestawie;Monitor Podstawa stojaka Zasilacz sieciowy i przewód zasilający, 1,5 m Kabel DisplayPort Kabel HDMI o długości 1,5 m Kabel USB typu C do C o długości 1,5 m Kabel USB typu A do C o długości 1,8 m
Akcesoria w zestawie;Kabel HDMI Kabel zasilający Podstawa
Akcesoria w zestawie;1 x kabel USB-C 3.2 Generacji 1 - 1.8 m
Akcesoria w zestawie;1 x kabel DisplayPort - DisplayPort do DisplayPort - 1.8 m 1 x kabel upstream USB 3.2 Generacji 1. - USB z Typ A na Typ B - 1.8 m 1 x kabel HDMI - 1.8 m 1 x Thunderbolt 4 active cable - USB-C - 1.5 m
Akcesoria w zestawie;Przewód zasilający 1 x kabel DP 1 x kabel USB typu C 1 x USB 3.2 Gen1 Type-A do Type-B kabel upstream Podręcznik szybkiej obsługi Informacje dotyczące bezpieczeństwa i przepisów
Akcesoria w zestawie;- Monitor- Podstawka- Montaż VESA- Kabel zasilający- Sterowniki i dokumentacja- Przewodnik użytkownika- Biuletyn o produkcie- Kabel VGA
Akcesoria w zestawie;Monitor Podstawa Kabel zasilania  Kabel Display Port   Kabel VGA  Osłona śruby VESA  Przewodnik szybkiej instalacji
Akcesoria w zestawie;Monitor Podstawa Kabel zasilania Kabel Display Port  Kabel VGA Osłona śruby VESA Przewodnik szybkiej instalacji
Akcesoria w zestawie;Kabel DisplayPort Kabel VGA
Akcesoria w zestawie;Kabel DisplayPort
Akcesoria w zestawie;Kabel HDMI
Akcesoria w zestawie;1 x kabel DisplayPort 1 x kabel VGA
Akcesoria w zestawie;Kabel DisplayPort - DisplayPort Kabel HDMI
Akcesoria w zestawie;1 x kabel DisplayPort DisplayPort do DisplayPort 1,8 m 1 x kabel USB 3.2 Gen 1 do przesyłania danych
Akcesoria w zestawie;1 x kabel DisplayPort - DisplayPort do DisplayPort - 1.8 m 1 x kabel USB-C - 1.8 m
Akcesoria w zestawie;Monitor Cokół podstawy i podstawa Kabel zasilający 1 kabel HDMI Pokrywa wyświetlacza VESA Skrócony przewodnik konfiguracji Informacje o bezpieczeństwie, środowisku i kwestiach prawnych
Akcesoria w zestawie;Panel monitora wspornik stojaka podstawa stojaka kabel zasilający 1x kabel DisplayPort skrócona instrukcja instalacji informacje dotyczące bezpieczeństwa ochrony środowiska i przepisów
Akcesoria w zestawie;Monitor Cokół podstawy i podstawa Kabel zasilający 1 kabel HDMI Skrócony przewodnik konfiguracji Informacje dotyczące bezpieczeństwa, ochrony środowiska i przepisów prawnych
Akcesoria w zestawie;Monitor Cokół podstawy i podstawa Kabel zasilający 1 kabel HDMI Pokrywa wyświetlacza VESA Skrócony przewodnik konfiguracji Informacje dotyczące bezpieczeństwa, ochrony środowiska i przepisów prawnych
Akcesoria w zestawie;Kabel z USB-C na USB-C - 1 m Kabel  DisplayPort do DisplayPort - 1.8 m Kabel SuperSpeed USB - USB z Typ A na Typ B
Akcesoria w zestawie;Kabel z USB-C na USB-C - 1 m Kabel  DisplayPort do DisplayPort - 1.8 m Kabel SuperSpeed USB - USB z Typ A na Typ C
Akcesoria w zestawie;Kabel zasilający Kabel DisplayPort - DisplayPort do DisplayPort - 1.8 m Kabel USB 3.2 Generacji 2 Typ A na Type-C - 1 m Kabel z USB 3.2 Generacji 2 Typ C na Typ C - 1 m
Akcesoria w zestawie;1 x kabel HDMI 1 x kabel USB 3.0 upstream
Akcesoria w zestawie;Kabel zasilający Kabel HDMI Kabel DP Kabel USB QSG Karta gwarancyjna
Akcesoria w zestawie;Zasilacz Kabel HDMI Kabel DisplayPort Kabel USB Instrukcja Karta gwarancyjna
Akcesoria w zestawie;Skrócona instrukcja obsługi Instrukcja bezpieczeństwa Kabel zasilający Kabel HDMI Kabel DisplayPort Kabel USB
Akcesoria w zestawie;Monitor Kabel zasilający Kabel HDMI Kabel DP Kabel USB Instrukcja Karta gwarancyjna
Akcesoria w zestawie;"Monitor;  Karta gwarancyjna;  Informacje o produkcie;  Arkusz szybkiej instalacji; 1 przewód USB-C;  Przewód zasilania sieciowego"
Akcesoria w zestawie;Kable: zasilający, USB, HDMI Pozostałe: skrócona instrukcja obsługi, instrukcja bezpieczeństwa
Akcesoria w zestawie;Instrukcje skrócona instrukcja obsługi, instrukcja bezpieczeństwa Adapter AC
Akcesoria w zestawie;Skrócona instrukcja obsługi,  Instrukcja bezpieczeństwa
Akcesoria w zestawie;Kable zasilający  Instrukcje skrócona instrukcja obsługi, instrukcja bezpieczeństwa Pozostałe adapter ACO słona na kable
Akcesoria w zestawie;Kabel zasilający Kabel USB Kabel HDMI Skrócona instrukcja obsługi Instrukcja bezpieczeństwa Osłona na kable
Akcesoria w zestawie;Kabel zasilający Kabel HDMI Skrócona instrukcja obsługi Instrukcja bezpieczeństwa
Akcesoria w zestawie;Kabel zasilający Kabel USB Kabel DP Skrócona instrukcja obsługi Instrukcja bezpieczeństwa
Akcesoria w zestawie;Kable: zasilający, USB, HDMI, DP Pozostałe: skrócona instrukcja obsługi, instrukcja bezpieczeństwa
Akcesoria w zestawie;Kable: zasilający, HDMI Pozostałe: skrócona instrukcja obsługi, instrukcja bezpieczeństwa
Akcesoria w zestawie;Kabel zasilający Kabel USB Kabel HDMI Kabel DP Skrócona instrukcja obsługi Instrukcja bezpieczeństwa
Akcesoria w zestawie;- Kabel zasilający- Kabel HDMI- Kabel DisplayPort- Kabel USB- Kabel audio- Stopka- Skrócona instrukcja obsługi- Instrukcja bezpieczeństwa
